INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목001', '방명록내용001', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목664', '방명록내용664', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목665', '방명록내용665', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목666', '방명록내용666', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목667', '방명록내용667', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목668', '방명록내용668', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목669', '방명록내용669', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목670', '방명록내용670', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목671', '방명록내용671', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목672', '방명록내용672', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목673', '방명록내용673', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목674', '방명록내용674', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목675', '방명록내용675', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목676', '방명록내용676', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목677', '방명록내용677', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목678', '방명록내용678', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목679', '방명록내용679', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목680', '방명록내용680', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목681', '방명록내용681', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목682', '방명록내용682', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목683', '방명록내용683', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목684', '방명록내용684', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목685', '방명록내용685', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목686', '방명록내용686', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목687', '방명록내용687', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목688', '방명록내용688', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목689', '방명록내용689', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목690', '방명록내용690', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목691', '방명록내용691', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목692', '방명록내용692', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목693', '방명록내용693', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목694', '방명록내용694', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목695', '방명록내용695', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목696', '방명록내용696', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목697', '방명록내용697', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목698', '방명록내용698', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목699', '방명록내용699', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목700', '방명록내용700', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목701', '방명록내용701', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목702', '방명록내용702', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목703', '방명록내용703', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목704', '방명록내용704', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목705', '방명록내용705', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목706', '방명록내용706', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목707', '방명록내용707', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목708', '방명록내용708', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목709', '방명록내용709', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목710', '방명록내용710', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목711', '방명록내용711', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목712', '방명록내용712', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목713', '방명록내용713', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목714', '방명록내용714', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목715', '방명록내용715', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목716', '방명록내용716', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목717', '방명록내용717', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목718', '방명록내용718', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목719', '방명록내용719', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목720', '방명록내용720', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목721', '방명록내용721', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목722', '방명록내용722', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목723', '방명록내용723', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목724', '방명록내용724', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목725', '방명록내용725', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목726', '방명록내용726', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목727', '방명록내용727', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목728', '방명록내용728', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목729', '방명록내용729', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목730', '방명록내용730', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목731', '방명록내용731', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목732', '방명록내용732', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목733', '방명록내용733', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목734', '방명록내용734', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목735', '방명록내용735', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목736', '방명록내용736', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목737', '방명록내용737', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목738', '방명록내용738', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목739', '방명록내용739', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목740', '방명록내용740', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목741', '방명록내용741', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목742', '방명록내용742', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목743', '방명록내용743', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목744', '방명록내용744', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목745', '방명록내용745', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목746', '방명록내용746', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목747', '방명록내용747', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목748', '방명록내용748', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목749', '방명록내용749', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목750', '방명록내용750', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목751', '방명록내용751', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목752', '방명록내용752', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목753', '방명록내용753', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목754', '방명록내용754', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목755', '방명록내용755', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목756', '방명록내용756', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목757', '방명록내용757', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목758', '방명록내용758', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목759', '방명록내용759', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목760', '방명록내용760', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목761', '방명록내용761', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목762', '방명록내용762', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목763', '방명록내용763', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목764', '방명록내용764', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목765', '방명록내용765', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목766', '방명록내용766', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목767', '방명록내용767', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목768', '방명록내용768', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목769', '방명록내용769', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목770', '방명록내용770', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목771', '방명록내용771', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목772', '방명록내용772', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목773', '방명록내용773', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목774', '방명록내용774', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목775', '방명록내용775', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목776', '방명록내용776', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목777', '방명록내용777', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목778', '방명록내용778', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목779', '방명록내용779', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목780', '방명록내용780', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목781', '방명록내용781', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목782', '방명록내용782', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목783', '방명록내용783', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목784', '방명록내용784', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목785', '방명록내용785', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목786', '방명록내용786', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목787', '방명록내용787', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목788', '방명록내용788', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목789', '방명록내용789', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목790', '방명록내용790', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목791', '방명록내용791', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목792', '방명록내용792', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목793', '방명록내용793', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목794', '방명록내용794', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목795', '방명록내용795', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목796', '방명록내용796', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목797', '방명록내용797', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목798', '방명록내용798', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목799', '방명록내용799', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목800', '방명록내용800', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목801', '방명록내용801', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목802', '방명록내용802', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목803', '방명록내용803', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목804', '방명록내용804', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목805', '방명록내용805', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목806', '방명록내용806', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목807', '방명록내용807', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목808', '방명록내용808', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목809', '방명록내용809', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목810', '방명록내용810', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목811', '방명록내용811', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목812', '방명록내용812', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목813', '방명록내용813', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목814', '방명록내용814', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목815', '방명록내용815', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목816', '방명록내용816', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목817', '방명록내용817', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목818', '방명록내용818', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목819', '방명록내용819', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목820', '방명록내용820', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목821', '방명록내용821', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목822', '방명록내용822', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목823', '방명록내용823', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목824', '방명록내용824', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목825', '방명록내용825', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목826', '방명록내용826', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목827', '방명록내용827', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목828', '방명록내용828', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목829', '방명록내용829', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목830', '방명록내용830', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목831', '방명록내용831', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목832', '방명록내용832', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목833', '방명록내용833', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목834', '방명록내용834', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목835', '방명록내용835', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목836', '방명록내용836', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목837', '방명록내용837', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목838', '방명록내용838', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목839', '방명록내용839', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목840', '방명록내용840', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목841', '방명록내용841', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목842', '방명록내용842', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목843', '방명록내용843', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목844', '방명록내용844', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목845', '방명록내용845', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목846', '방명록내용846', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목847', '방명록내용847', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목848', '방명록내용848', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목849', '방명록내용849', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목850', '방명록내용850', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목851', '방명록내용851', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목852', '방명록내용852', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목853', '방명록내용853', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목854', '방명록내용854', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목855', '방명록내용855', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목856', '방명록내용856', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목857', '방명록내용857', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목858', '방명록내용858', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목859', '방명록내용859', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목860', '방명록내용860', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목861', '방명록내용861', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목862', '방명록내용862', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목863', '방명록내용863', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목864', '방명록내용864', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목865', '방명록내용865', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목866', '방명록내용866', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목867', '방명록내용867', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목868', '방명록내용868', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목869', '방명록내용869', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목870', '방명록내용870', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목871', '방명록내용871', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목872', '방명록내용872', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목873', '방명록내용873', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목874', '방명록내용874', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목875', '방명록내용875', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목876', '방명록내용876', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목877', '방명록내용877', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목878', '방명록내용878', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목879', '방명록내용879', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목880', '방명록내용880', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목881', '방명록내용881', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목882', '방명록내용882', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목883', '방명록내용883', now(), 0);
INSERT INTO shotel_board(userid, type, title, content, writedate, readcount) VALUES (1, 3, '방명록제목884', '방명록내용884', now(), 0);
